Total Number of Aligned Reads:	654564	Total Number of Mapped Genomes:	14697							
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|398578|BACT_462|gi|160895450|ref|NC_010002.1|	0.443229667	0.226176508	148047	0.22616887	7.64E-06	0.440595576	0.223766756	146469.6631	0.223198954	0.001834809
ti|680646|BACT_1624|gi|283457089|ref|NC_013715.1|	0.113083848	0.150703369	98645	0.150703369	0	0.06935721	0.085734164	56118.49756	0.096668928	0.003718506
ti|546268|BACT_810|gi|260590250|ref|NZ_ACEO02000001.1|	0.061064837	0.073380143	48032	0.073340422	3.97E-05	0.039695604	0.037877827	24793.46226	0.033726267	0.010266376
ti|365659|BACT_1638|gi|289166909|ref|NC_013853.1|	0.028646866	0.036544937	23921	0.036372303	0.000172634	0.007902215	0.020564646	13460.87707	0.018015045	0.00909002
ti|546268|BACT_810|gi|260590251|ref|NZ_ACEO02000002.1|	0.028060797	0.040268026	26358	0.040235943	3.21E-05	0.01609354	0.019425239	12715.06234	0.017057156	0.005790114
ti|546268|BACT_810|gi|260590256|ref|NZ_ACEO02000007.1|	0.021488147	0.020175262	13206	0.02012943	4.58E-05	0.006540145	0.008320797	5446.494084	0.006599813	0.005623591
ti|546268|BACT_810|gi|260590252|ref|NZ_ACEO02000003.1|	0.014470133	0.025710244	16829	0.025682745	2.75E-05	0.009821807	0.014072319	9211.233711	0.01246173	0.003573371
ti|525381|BACT_1114|gi|298501502|ref|NC_014251.1|	0.013103934	0.016704249	10934	0.016572864	0.000131385	0.003081773	0.004374113	2863.136595	0.000331518	0.018694887
ti|409438|BACT_530|gi|209917191|ref|NC_011415.1|	0.012739541	0.004254741	2785	0.004231825	2.29E-05	0.000472832	0.000140315	91.84502933	0	0.00238021
ti|546268|BACT_810|gi|260590253|ref|NZ_ACEO02000004.1|	0.010127592	0.017242011	11286	0.017190069	5.19E-05	0.007266348	0.010909164	7140.746247	0.009398623	0.003481707
ti|546268|BACT_810|gi|260590261|ref|NZ_ACEO02000012.1|	0.010018211	0.010933996	7157	0.010927885	6.11E-06	0.008258997	0.006832475	4472.291977	0.006176631	0.001423849
ti|546268|BACT_810|gi|260590258|ref|NZ_ACEO02000009.1|	0.009518605	0.011742167	7686	0.011699391	4.28E-05	0.008197926	0.009333613	6109.44714	0.008524758	0.001979944
ti|546268|BACT_810|gi|260590260|ref|NZ_ACEO02000011.1|	0.009295057	0.014704444	9625	0.014696806	7.64E-06	0.008053139	0.01271687	8324.005077	0.012312012	0.001225243
ti|604162|BACT_4041|gi|261391559|emb|FM999788.1|	0.009292591	0.015152071	9918	0.014829719	0.000322352	0.002600774	0.003851626	2521.135997	0.002189244	0.006858
ti|596320|BACT_804|gi|241759668|ref|NZ_ACQV01000022.1|	0.008681576	0.020803161	13617	0.020656498	0.000146663	0.005204054	0.011702449	7660.001787	0.009679726	0.004897917
ti|553201|BACT_1016|gi|255326628|ref|NZ_ACVO01000015.1|	0.008228609	0.011143295	7294	0.011143295	0	0.018112213	0.025697704	16820.79167	0.028157674	0.001208438
ti|546268|BACT_810|gi|260590262|ref|NZ_ACEO02000013.1|	0.007417869	0.010671225	6985	0.010657476	1.37E-05	0.005160829	0.006494158	4250.841855	0.005706088	0.00190814
ti|266265|BACT_281|gi|91780071|ref|NC_007953.1|	0.005553461	0.002995887	1961	0.002995887	0	0.000525667	0.000323754	211.9174039	0.000223049	0.002415348
ti|546268|BACT_810|gi|260590254|ref|NZ_ACEO02000005.1|	0.005434024	0.012371594	8098	0.012324234	4.74E-05	0.003820097	0.008182149	5355.740415	0.007325487	0.002047164
ti|553174|BACT_894|gi|302344773|ref|NC_014370.1|	0.00540658	0.004051552	2652	0.004034747	1.68E-05	0.003711394	0.002452601	1605.38449	0.002646036	0.000331518
ti|546270|BACT_585|gi|241888914|ref|NZ_ACDZ02000008.1|	0.004544619	0.001973833	1292	0.00196925	4.58E-06	0.003345491	0.001572303	1029.172998	0.001481902	0.000491931
ti|596320|BACT_804|gi|241758685|ref|NZ_ACQV01000009.1|	0.004400791	0.01018235	6665	0.010139574	4.28E-05	0.00351401	0.007723493	5055.520489	0.006181214	0.003556566
ti|546268|BACT_810|gi|260590255|ref|NZ_ACEO02000006.1|	0.004136652	0.007308682	4784	0.007265905	4.28E-05	0.004049072	0.00684414	4479.927778	0.006036079	0.001853142
ti|634176|BACT_46|gi|251791816|ref|NC_012913.1|	0.004075617	0.004295989	2812	0.004273073	2.29E-05	0.001122066	0.002043769	1337.77743	0.001752311	0.001107608
ti|546268|BACT_810|gi|260590265|ref|NZ_ACEO02000016.1|	0.003938952	0.003750588	2455	0.00374295	7.64E-06	0.002939442	0.002265313	1482.792105	0.001920362	0.001584261
ti|553174|BACT_894|gi|302346166|ref|NC_014371.1|	0.003911529	0.003373238	2208	0.003373238	0	0.002915825	0.002420202	1584.177317	0.002528401	0.00032388
ti|391612|BACT_449|gi|126661648|ref|NZ_AAXW01000149.1|	0.003776217	0.002047164	1340	0.002047164	0	0.003776217	0.002047164	1340	0.002047164	0
ti|546268|BACT_810|gi|260590263|ref|NZ_ACEO02000014.1|	0.003714532	0.007792974	5101	0.007760891	3.21E-05	0.002669209	0.004567047	2989.424675	0.003962943	0.001455931
ti|546268|BACT_810|gi|260590257|ref|NZ_ACEO02000008.1|	0.00368839	0.00905641	5928	0.008940302	0.000116108	0.002624824	0.005462531	3575.576163	0.004839863	0.001446765
ti|563032|BACT_1478|gi|300741209|ref|NZ_GL379574.1|	0.003553023	0.003023387	1979	0.003023387	0	0.00377669	0.003247433	2125.653	0.003217409	0.000166523
ti|243275|BACT_1203|gi|42516522|ref|NC_002967.9|	0.003483571	0.002710201	1774	0.002708673	1.53E-06	0.00346073	0.002670231	1747.83735	0.002667424	9.17E-06
ti|546270|BACT_585|gi|241889549|ref|NZ_ACDZ02000014.1|	0.003447681	0.001672869	1095	0.001672869	0	0.003435049	0.001668439	1092.1	0.001669814	6.11E-06
ti|228399|BACT_34|gi|32036057|ref|NZ_AACK01000131.1|	0.003098514	0.001926473	1261	0.001926473	0	0.003098514	0.001926473	1261	0.001926473	0
ti|388919|BACT_1117|gi|125716887|ref|NC_009009.1|	0.002940413	0.004192103	2744	0.004163076	2.90E-05	0.003179472	0.004160359	2723.221385	0.003929333	0.002177022
ti|553201|BACT_1016|gi|255327227|ref|NZ_ACVO01000017.1|	0.0027576	0.004986525	3264	0.004986525	0	0.006477195	0.01216129	7960.342857	0.013282124	0.000215411
ti|479436|BACT_1214|gi|269797069|ref|NC_013520.1|	0.00271751	0.002824781	1849	0.002809504	1.53E-05	0.00123486	0.001219431	798.1956228	0.000895252	0.000986916
ti|596320|BACT_804|gi|241759967|ref|NZ_ACQV01000024.1|	0.002637303	0.007323959	4794	0.007218545	0.000105414	0.002679482	0.006844878	4480.410928	0.005519705	0.003096718
ti|546268|BACT_810|gi|260590259|ref|NZ_ACEO02000010.1|	0.002566017	0.005978025	3913	0.00596122	1.68E-05	0.002280035	0.005071061	3319.333766	0.004600009	0.001083164
ti|596320|BACT_804|gi|241760748|ref|NZ_ACQV01000031.1|	0.00249139	0.002274797	1489	0.002261047	1.37E-05	0.003396891	0.004074239	2666.850365	0.003445041	0.001555234
ti|596320|BACT_804|gi|241759386|ref|NZ_ACQV01000018.1|	0.002306617	0.00438307	2869	0.004369321	1.37E-05	0.003300067	0.005896493	3859.631992	0.004500706	0.00330449
ti|553201|BACT_1016|gi|255327566|ref|NZ_ACVO01000025.1|	0.002212574	0.003431292	2246	0.003431292	0	0.006223262	0.009297028	6085.5	0.010544423	0.000113052
ti|546270|BACT_585|gi|241889168|ref|NZ_ACDZ02000009.1|	0.002202411	0.001280242	838	0.001260381	1.99E-05	0.002347945	0.001320293	864.21605	0.001219132	0.000554568
ti|546268|BACT_810|gi|260590268|ref|NZ_ACEO02000019.1|	0.002135252	0.001758422	1151	0.001747728	1.07E-05	0.001176435	0.000845798	553.6290043	0.000658454	0.000478181
ti|467705|BACT_1111|gi|157149651|ref|NC_009785.1|	0.00209339	0.002025776	1326	0.001996749	2.90E-05	0.002472875	0.002393822	1566.909584	0.002065497	0.002597149
ti|411470|BACT_1021|gi|146386248|ref|NZ_AAYG02000032.1|	0.001784834	0.000470542	308	0.000470542	0	0.001339624	0.000362437	237.2379509	0.000336102	0.000132913
ti|190304|BACT_566|gi|19703352|ref|NC_003454.1|	0.001721437	0.00101136	662	0.001000666	1.07E-05	0.000270723	0.000176653	115.6309524	8.56E-05	0.000349851
ti|655813|BACT_1513|gi|293366018|ref|NZ_GG749268.1|	0.00163746	0.00317616	2079	0.003084496	9.17E-05	0.001621137	0.003376895	2210.393633	0.002881307	0.001266492
ti|553199|BACT_3081|gi|291375051|gb|CP001977.1|	0.001634452	0.000724146	474	0.000722618	1.53E-06	0.000326667	0.000130612	85.49399491	1.53E-06	0.000536235
ti|553175|BACT_889|gi|229495176|ref|NZ_ACNN01000005.1|	0.001517209	0.002157161	1412	0.002157161	0	0.001517209	0.002157161	1412	0.002157161	0
ti|546268|BACT_810|gi|260590267|ref|NZ_ACEO02000018.1|	0.001223437	0.001898974	1243	0.001895919	3.06E-06	0.001300886	0.002113519	1383.433333	0.001982999	0.00029638
ti|553175|BACT_889|gi|229496132|ref|NZ_ACNN01000020.1|	0.001217631	0.001792033	1173	0.001792033	0	0.001217631	0.001798143	1177	0.001798143	0
ti|546268|BACT_810|gi|260590266|ref|NZ_ACEO02000017.1|	0.001149036	0.002617009	1713	0.002606315	1.07E-05	0.000949628	0.001831208	1198.642857	0.001625509	0.000508736
ti|596320|BACT_804|gi|241760448|ref|NZ_ACQV01000029.1|	0.001135487	0.003639064	2382	0.003571843	6.72E-05	0.001353667	0.004247849	2780.488828	0.003556566	0.001685091
ti|655813|BACT_1513|gi|293366019|ref|NZ_GG749269.1|	0.001133863	0.001495652	979	0.001431487	6.42E-05	0.002960013	0.002448267	1602.547321	0.001481902	0.005406652
ti|596320|BACT_804|gi|241760253|ref|NZ_ACQV01000027.1|	0.001122769	0.002363405	1547	0.002337434	2.60E-05	0.003351917	0.005886198	3852.893327	0.004630563	0.003231158
ti|575615|BACT_1460|gi|288927259|ref|NZ_GG740072.1|	0.001106349	0.001934112	1266	0.001932584	1.53E-06	0.001102324	0.001911578	1251.25	0.001898974	3.82E-05
ti|596320|BACT_804|gi|241759216|ref|NZ_ACQV01000016.1|	0.001043237	0.00275145	1801	0.002742283	9.17E-06	0.002258241	0.005433745	3556.734102	0.004378487	0.002435209
ti|546270|BACT_585|gi|241888564|ref|NZ_ACDZ02000005.1|	0.001040519	0.000687481	450	0.000687481	0	0.00118331	0.000728317	476.7297846	0.00068137	0.000308602
ti|553201|BACT_1016|gi|255326504|ref|NZ_ACVO01000010.1|	0.001035734	0.00143607	940	0.00143607	0	0.00282601	0.004115717	2694	0.004587787	4.12E-05
ti|575612|BACT_1457|gi|288801553|ref|NZ_GG740010.1|	0.001026367	0.000478181	313	0.000475125	3.06E-06	0.00086955	0.000592042	387.5293651	0.000630954	0.000230688
ti|862515|BACT_3080|gi|306396691|gb|GL397214.1|	0.000995839	0.000527068	345	0.000527068	0	0.000427278	0.000299458	196.0145022	0.00022916	0.000241382
ti|546270|BACT_585|gi|241888744|ref|NZ_ACDZ02000006.1|	0.000992203	0.000565262	370	0.000565262	0	0.000996731	0.000572137	374.5	0.000574428	0
ti|553201|BACT_1016|gi|255326169|ref|NZ_ACVO01000005.1|	0.000949607	0.001857725	1216	0.001857725	0	0.003876243	0.007156163	4684.166667	0.00807866	0.000158884
ti|553201|BACT_1016|gi|255326394|ref|NZ_ACVO01000009.1|	0.00094646	0.002206049	1444	0.002206049	0	0.004533527	0.007398945	4843.083333	0.008440733	0.000131385
ti|596320|BACT_804|gi|241759129|ref|NZ_ACQV01000014.1|	0.000924852	0.001533845	1004	0.001526207	7.64E-06	0.001205349	0.002096079	1372.017643	0.001646898	0.001049554
ti|546270|BACT_585|gi|241889328|ref|NZ_ACDZ02000011.1|	0.000888478	0.00042471	278	0.00042471	0	0.001180888	0.000517533	338.758195	0.000423182	0.000502625
ti|547045|BACT_809|gi|234150877|ref|NZ_ACKO02000001.1|	0.000887701	0.001341351	878	0.001310796	3.06E-05	0.000658846	0.001177266	770.5959554	0.000931918	0.000805116
ti|300269|BACT_1070|gi|74310614|ref|NC_007384.1|	0.000853804	0.000194022	127	0.000192495	1.53E-06	0.000402972	0.000122225	80.00432868	3.06E-06	0.002019665
ti|864570|BACT_3100|gi|306396728|gb|GL397254.1|	0.000848468	0.003577954	2342	0.003449624	0.00012833	0.001392797	0.005373449	3517.265991	0.004520566	0.002213687
ti|864567|BACT_3098|gi|305678782|gb|GL397179.1|	0.000807429	0.003345739	2190	0.003278518	6.72E-05	0.001449105	0.005048335	3304.45817	0.004196687	0.002300768
ti|469606|BACT_573|gi|224461533|gb|ACDE01000020.1|	0.000801607	0.000253604	166	0.000253604	0	0.000528058	0.000173118	113.3166667	0.000137496	0.000102358
ti|563037|BACT_1517|gi|270292301|ref|NZ_GG730097.1|	0.000787993	0.001452876	951	0.001420793	3.21E-05	0.000835849	0.002312116	1513.427826	0.001990638	0.001620926
ti|553175|BACT_889|gi|229496477|ref|NZ_ACNN01000026.1|	0.000784804	0.001231354	806	0.001231354	0	0.000784804	0.001234409	808	0.001234409	0
ti|563032|BACT_1478|gi|300744033|ref|NZ_GL379576.1|	0.000775735	0.000843309	552	0.000843309	0	0.000921871	0.000915349	599.1544877	0.000883031	0.000278048
ti|596320|BACT_804|gi|241758903|ref|NZ_ACQV01000010.1|	0.000751161	0.001741617	1140	0.001732451	9.17E-06	0.002879832	0.005038741	3298.178782	0.003833086	0.00291339
ti|546264|BACT_803|gi|223045371|ref|NZ_ACEN01000070.1|	0.00074192	0.001442181	944	0.001367322	7.49E-05	0.001676386	0.003818595	2499.514658	0.003098246	0.001700368
ti|527028|BACT_164|gi|238801509|ref|NZ_CM000757.1|	0.000736115	0.00032388	212	0.000320824	3.06E-06	0.000689834	0.000282376	184.8330438	0.000281103	2.29E-05
ti|402626|BACT_951|gi|187927112|ref|NC_010682.1|	0.00073351	0.001170245	766	0.001168717	1.53E-06	0.000505496	0.001180503	772.7144627	0.001070942	0.000378878
ti|537457|BACT_35|gi|190149269|ref|NC_010939.1|	0.000726109	0.000895252	586	0.000883031	1.22E-05	0.000237178	0.000301361	197.2598136	0.000143607	0.001035804
ti|546270|BACT_585|gi|241888451|ref|NZ_ACDZ02000002.1|	0.000713877	0.000281103	184	0.000281103	0	0.000713877	0.000280339	183.5	0.000281103	0
ti|563032|BACT_1478|gi|300743688|ref|NZ_GL379575.1|	0.000699292	0.000744007	487	0.000744007	0	0.000715973	0.000764798	500.6093044	0.000756229	4.28E-05
ti|547045|BACT_809|gi|234151812|ref|NZ_ACKO02000029.1|	0.000649817	0.000924279	605	0.000924279	0	0.000682277	0.000906088	593.0928571	0.000873864	8.10E-05
ti|547045|BACT_809|gi|234150947|ref|NZ_ACKO02000002.1|	0.000644443	0.000921224	603	0.000898308	2.29E-05	0.000641625	0.00096037	628.6238123	0.000805116	0.000548457
ti|553201|BACT_1016|gi|255326329|ref|NZ_ACVO01000007.1|	0.000622736	0.000754701	494	0.000754701	0	0.002836622	0.003672419	2403.833333	0.004141688	0.000139024
ti|553175|BACT_889|gi|229495939|ref|NZ_ACNN01000016.1|	0.000605158	0.00094414	618	0.00094414	0	0.000605158	0.00094414	618	0.00094414	0
ti|596320|BACT_804|gi|241760575|ref|NZ_ACQV01000030.1|	0.000591091	0.001818004	1190	0.001795088	2.29E-05	0.0034898	0.00679655	4448.777134	0.00527985	0.003744477
ti|469606|BACT_573|gi|224461540|gb|ACDE01000013.1|	0.000587479	0.000227632	149	0.000227632	0	0.000437584	0.000154556	101.1666667	0.000126802	8.86E-05
