Total Number of Aligned Reads:	11940068	Total Number of Mapped Genomes:	22608							
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|398578|BACT_462|gi|160895450|ref|NC_010002.1|	0.277402847	0.115896995	1383818	0.115893561	3.43E-06	0.276081483	0.114771245	1370376.465	0.11452841	0.000803429
ti|553174|BACT_894|gi|302344773|ref|NC_014370.1|	0.127479607	0.089591533	1069729	0.089579306	1.22E-05	0.085888539	0.058435895	697728.5648	0.065049546	0.002286084
ti|680646|BACT_1624|gi|283457089|ref|NC_013715.1|	0.08021838	0.094051139	1122977	0.094050637	5.03E-07	0.039783006	0.048734375	581891.7482	0.056727734	0.002642782
ti|553174|BACT_894|gi|302346166|ref|NC_014371.1|	0.072471246	0.055192315	659000	0.055177408	1.49E-05	0.050445321	0.037199194	444160.9102	0.040862498	0.001881983
ti|525381|BACT_1114|gi|298501502|ref|NC_014251.1|	0.026987521	0.035971403	429501	0.035321826	0.000649578	0.003037477	0.004970488	59347.96758	0.000169513	0.021242928
ti|546268|BACT_810|gi|260590250|ref|NZ_ACEO02000001.1|	0.026616071	0.043356118	517675	0.043304946	5.12E-05	0.014408709	0.020831926	248734.6097	0.018192777	0.006381371
ti|469621|BACT_1399|gi|294782037|ref|NZ_GG770381.1|	0.024232141	0.013148585	156995	0.013120361	2.82E-05	0.023559901	0.012517999	149465.7638	0.012413581	0.000277972
ti|469621|BACT_1399|gi|294782986|ref|NZ_GG770383.1|	0.02233859	0.013040545	155705	0.013035772	4.77E-06	0.021900554	0.012629794	150800.596	0.012544568	0.000235593
ti|553201|BACT_1016|gi|255326628|ref|NZ_ACVO01000015.1|	0.015362947	0.01399255	167072	0.01399255	0	0.022612968	0.022350551	266867.0934	0.024115524	0.000843379
ti|546268|BACT_810|gi|260590251|ref|NZ_ACEO02000002.1|	0.015075376	0.025062336	299246	0.025025821	3.65E-05	0.00799794	0.012108759	144579.4108	0.010648934	0.003603916
ti|546268|BACT_810|gi|260590256|ref|NZ_ACEO02000007.1|	0.013733652	0.013874795	165666	0.013835516	3.93E-05	0.004789608	0.005650462	67466.8972	0.004382303	0.003917398
ti|479436|BACT_1214|gi|269797069|ref|NC_013520.1|	0.013259411	0.051831949	618877	0.05159309	0.00023886	0.004825135	0.021343926	254847.9274	0.015731401	0.018254502
ti|365659|BACT_1638|gi|289166909|ref|NC_013853.1|	0.010647589	0.027561568	329087	0.027068774	0.000492795	0.007433396	0.023883873	285175.063	0.020873415	0.00869124
ti|553201|BACT_1016|gi|255327227|ref|NZ_ACVO01000017.1|	0.00930719	0.007721648	92197	0.007721648	0	0.012385619	0.011298105	134900.1427	0.012067184	0.000178056
ti|469621|BACT_1399|gi|294781821|ref|NZ_GG770375.1|	0.008137091	0.004405503	52602	0.004400477	5.03E-06	0.007944168	0.004222514	50417.10524	0.004173176	0.000136934
ti|469621|BACT_1399|gi|294783796|ref|NZ_GG770385.1|	0.007683838	0.004002155	47786	0.003996962	5.19E-06	0.007634727	0.003923755	46849.89954	0.003888504	9.31E-05
ti|864570|BACT_3100|gi|306396728|gb|GL397254.1|	0.006527638	0.01629639	194580	0.015808871	0.000487518	0.006177768	0.014221003	169799.7378	0.012327987	0.00532007
